company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,high_leverage_flag,interest_coverage,icr_label,icr_warning_flag,asset_turnover,net_debt_cr,free_cash_flow_cr,capex_cr,capex_intensity_pct,fcf_conversion_rate_pct,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,revenue_cagr_5yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,composite_quality_score
AMBUJACEM,2021,12.812014500258934,21.439668565510097,14.636743709079436,24.04088111184236,8.209268886185155,0.01881359943204228,False,44.26027397260274,,False,0.6407477048999004,279.0,3302.0,2007.0,6.929052304505437,53.17230273752013,14.0,63.8639798488665,,477.0,5309.0,7.587403635446233,,20.945123020866106,,18.466445254224407,,
AMBUJACEM,2023,,,,,,0.016499463688560794,False,,,False,,309.0,-13746.0,14481.0,,,,79.84382871536523,,523.0,735.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
AMBUJACEM,2024,14.288299155609169,19.300361881785282,9.40527235191361,12.510995992571598,6.187640390743352,0.015463712879148802,False,28.264492753623188,,False,0.43305646972783784,-1444.0,-3295.0,8941.0,26.963208685162847,-51.48437500000001,16.0,102.18255578093306,,779.0,5646.0,4.115700788754739,,11.228574154296279,,7.781806771272581,,
APOLLOHOSP,2013,8.039267710267975,16.23772884054126,11.030214779759739,15.454545454545453,6.294142085583713,0.4415726246814707,False,6.262135922330097,,False,0.7829248026589115,686.0,-290.0,733.0,19.44812947731494,-47.385620915032675,22.0,39.24285714285714,,1213.0,443.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
APOLLOHOSP,2014,7.229745237548772,15.515262795501492,10.581121934833725,15.64452672992363,5.887850467289719,0.4514612025529056,False,5.831932773109243,,False,0.814392523364486,1022.0,17.0,356.0,8.170759697039246,2.514792899408284,23.0,42.52857142857143,,1344.0,373.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
APOLLOHOSP,2015,6.531487619418989,14.369272762721778,10.561160151324085,14.271882261812548,5.1865613872116425,0.6279949558638083,False,6.6440677966101696,,False,0.7940857717912989,1681.0,-289.0,759.0,14.798206278026907,-39.21302578018996,24.0,45.31428571428572,,1992.0,470.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
APOLLOHOSP,2016,3.8211382113821135,11.121951219512196,7.052821128451381,11.093091144988646,3.192934782608696,0.8505402160864346,False,4.311111111111111,,False,0.8355978260869565,2482.0,-291.0,888.0,14.439024390243901,-42.54385964912281,17.0,47.6,,2834.0,597.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
APOLLOHOSP,2017,1.8054024255788312,10.115766262403527,3.952926976463488,11.399285603354558,1.6166851783290141,0.9429692214846107,False,3.0894941634241246,,False,0.8954708132790324,2719.0,-529.0,1152.0,15.87651598676957,-72.0708446866485,16.0,47.34285714285714,,3125.0,623.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
APOLLOHOSP,2018,0.7278903311901006,9.717335921387845,1.8450184501845017,11.992813295403504,0.6979990693345742,1.0538130381303814,False,2.7966101694915255,,False,0.9589343880874825,3075.0,132.0,405.0,4.91325973553318,16.479400749063668,8.0,46.457142857142856,,3427.0,537.0,16.942354195434504,,-27.66612615683105,,-18.316664954179764,,
APOLLOHOSP,2019,2.0796506186960593,11.126130810023916,5.9988002399520095,15.270443841872414,2.181976871045167,1.1016796640671866,False,3.3516819571865444,,False,1.0492035784420686,3211.0,194.0,711.0,7.393157949464491,18.13084112149533,17.0,47.628571428571426,,3673.0,905.0,17.157585093393312,,-8.68462890526146,,-5.866497728949172,,
APOLLOHOSP,2020,3.841024273139504,14.145994487418868,12.934131736526947,22.93829296424452,3.826733988838692,1.0766467065868264,False,3.401500938086304,,False,0.996279564177518,3162.0,1004.0,289.0,2.569574108651196,63.10496543054682,33.0,47.714285714285715,,3596.0,1293.0,17.004024260020856,,5.217453808791128,,6.576275663547415,,
APOLLOHOSP,2021,1.2973484848484849,10.795454545454545,2.976319791440365,13.009243409791168,1.2025983146067416,0.9037584184227677,False,2.7683741648106905,,False,0.9269662921348315,2817.0,385.0,880.0,8.333333333333332,33.771929824561404,10.0,63.93055555555556,,4160.0,1265.0,11.418616248778267,,-10.230141427470674,,-10.068835772242512,,
APOLLOHOSP,2022,7.556434563186251,14.928732183045762,19.704783923172684,22.587968217934165,8.355327652514893,0.723457229237062,False,6.746701846965699,,False,1.1057235502601614,3252.0,949.0,747.0,5.094455432039828,43.35312928277752,73.0,78.09722222222223,,4068.0,1696.0,15.107895036926532,,53.268777339201364,,35.469202920865925,,
APOLLOHOSP,2023,5.080664579821816,12.430772935227546,13.617295901903839,19.610636277302945,5.854605993340733,0.6989351403678606,False,5.616797900262467,,False,1.152330743618202,3758.0,520.0,857.0,5.158921261738502,25.181598062954,57.0,86.08333333333333,,4332.0,1377.0,15.04488770509953,,69.6829630130583,,48.10065311433625,,
APOLLOHOSP,2024,4.905818773282963,12.56099480560365,12.465004666044527,16.09736417428725,4.783098015142214,0.9826689774696707,False,5.565701559020044,,False,0.9749846531614488,6359.0,383.0,1537.0,8.064431502177449,15.998329156223893,63.0,104.18055555555556,,7371.0,1920.0,14.660042602193135,,36.13077689773863,,29.95061094416296,,
ASIANPAINT,2013,11.043412033511043,16.536557501904035,34.2789598108747,47.785419532324624,17.099056603773587,0.0741725768321513,False,44.07142857142857,,False,1.5483490566037736,-45.0,724.0,463.0,4.407844630616908,41.681059297639614,12.0,35.25,,251.0,1187.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
ASIANPAINT,2014,10.335515548281506,16.399345335515548,31.27011636543699,46.73507462686567,15.640866873065015,0.06164892300074276,False,44.333333333333336,,False,1.513312693498452,-1175.0,816.0,586.0,4.795417348608838,40.7185628742515,13.0,42.072916666666664,,249.0,1402.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
ASIANPAINT,2015,10.481087036356959,16.47447668013221,30.09278785322649,43.468992248062015,16.008525914292125,0.08814846056516237,False,56.785714285714285,,False,1.5273726722010321,-1170.0,723.0,465.0,3.4153507161219245,32.23361569326795,15.0,49.395833333333336,,418.0,1188.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
ASIANPAINT,2016,12.634013033424427,19.09466750753276,27.632183908045977,39.79264018691589,17.075480632635667,0.04950191570881226,False,59.95918367346939,,False,1.351548442087319,-2389.0,1377.0,866.0,6.068250297806741,50.53211009174312,18.0,67.96875,,323.0,2243.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
ASIANPAINT,2017,13.384676669764971,19.87783826849024,26.512361914781696,36.67319941205292,16.251511487303507,0.07364544976328248,False,90.05405405405405,,False,1.2141878274889157,-2092.0,846.0,681.0,4.521311910768822,28.256513026052104,20.0,79.20833333333333,,560.0,1527.0,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,
ASIANPAINT,2018,12.469539375928678,19.043090638930163,24.94649227110583,35.826903723582696,15.243769526992661,0.0633769322235434,False,86.34146341463415,,False,1.2224805638305603,-1608.0,557.0,1556.0,9.248142644873699,17.384519350811487,21.0,87.60416666666667,,533.0,2113.0,9.880359579270825,,12.582139819769456,,11.842691472014465,,
ASIANPAINT,2019,11.476091476091476,19.56860706860707,23.3132720937599,34.89018626633305,13.588528524832297,0.13937282229965156,False,36.71818181818182,,False,1.1840728660225244,-1249.0,1552.0,918.0,4.771309771309771,41.221779548472774,22.0,98.65625,,1320.0,2470.0,9.503190332299205,,11.81991137137912,,11.09534595426207,,
ASIANPAINT,2020,13.725199148978279,20.568007520657066,27.38400789733465,36.9576813655761,17.189242781013757,0.11036525172754195,False,44.23529411764706,,False,1.2523856735654977,-901.0,2520.0,518.0,2.5629607639404286,60.62063988453211,28.0,105.52083333333333,,1118.0,3038.0,8.221620138866225,,14.218511658101551,,13.29568106011707,,
ASIANPAINT,2021,14.769953484087875,22.36448210749321,25.042948617835393,34.93776530685661,15.755342667649227,0.0853506168983289,False,56.391304347826086,,False,1.0667157946450503,-3644.0,3142.0,541.0,2.491594897066274,64.70345963756178,33.0,133.39583333333334,,1093.0,3683.0,8.755964741976374,,12.207179705461101,,12.888132073019754,,
